Serial No,Name,University,Course,Year,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,work_ex,Ranking
291,muralidhar_mutnuru,University of Delaware,Management Information System,Fall 2016 ,Applied,308,TOEFL,112,8 CGPA ,30,30
292,ankitbhangdia,University of Delaware,Management Information System,Fall 2015 ,Applied,300,TOEFL,0,54.13%,30,30
293,rohan1234,University of Delaware,Management Information System,Fall 2018 ,Admit,295,IELTS,7.5,7.51 CGPA ,32,30
294,Shreya0110,University of Delaware,Management Information System,Spring 2018 ,Admit,303,TOEFL,93,64.10%,2,30
295,Ayush3195,University of Delaware,Management Information System,Fall 2017 ,Admit,310,IELTS,7.5,6.47 CGPA ,0,30
296,Divyaa,University of Delaware,Management Information System,Fall 2017 ,Admit,313,TOEFL,108,6.47 CGPA ,12,30
297,apurv1595,University of Delaware,Management Information System,Fall 2017  ,Admit,303,TOEFL,108,7.696 CGPA ,2,30
298,sanhith,University of Delaware,Management Information System,Spring 2017 ,Admit,300,IELTS,6.5,7.4 CGPA ,16,30
300,Adi8081234,University of Delaware,Management Information System,Fall 2017 ,Reject,306,TOEFL,92,6.75 CGPA ,1,30
301,navhar,University of Delaware,Management Information System,Spring 2017 ,Reject,305,TOEFL,93,7.2 CGPA ,25,30
302,vatsalajmera,University of Delaware,Management Information System,Fall 2016 ,Reject,312,TOEFL,101,75%,0,30
303,jituparwani,University of Delaware,Management Information System,Fall 2016 ,Reject,283,TOEFL,98,68%,0,30
305,Arpi99,University of Delaware,Management Information System,Spring 2019 ,Interested,281,IELTS,6.5,74%,60,30
307,srushti17,University of Delaware,Management Information System,Spring 2019 ,Interested,301,ENG TEST,0,7.6 CGPA ,19,30
310,Ram1199,University of Delaware,Management Information System,Spring 2019 ,Interested,305,IELTS,7,62%,8,30
311,Sudhakar17,University of Delaware,Management Information System,Spring 2019 ,Interested,331,IELTS,7,65%,15,30
312,AbhaAshapure,University of Delaware,Management Information System,Fall 2018 ,Interested,300,TOEFL,83,68.19%,12,30
313,rohinik,University of Delaware,Management Information System,Fall 2019 ,Interested,296,TOEFL,100,8.05 CGPA ,48,30
314,Ankit712arf,University of Delaware,Management Information System,Spring 2019 ,Interested,302,TOEFL,99,67.91%,53,30
315,skondepudi,University of Delaware,Management Information System,Fall 2018 ,Interested,297,IELTS,7,6.87 CGPA ,32,30
318,vismita,University of Delaware,Management Information System,Fall 2018 ,Interested,302,TOEFL,98,65%,29,30
319,vivek s,University of Delaware,Management Information System,Fall 2018 ,Interested,304,TOEFL,99,76%,38,30
321,Aarushi7,University of Delaware,Management Information System,Fall 2018 ,Interested,309,IELTS,7,71.40%,36,30
322,nehru,University of Delaware,Management Information System,Spring 2019 ,Interested,282,ENG TEST,0,54%,0,30
325,prateik,Drexel University,Information Systems,Fall 2018 ,Applied,301,IELTS,6,6.5 CGPA ,10,8
326,Sohini014,Drexel University,Information Systems, Fall 2018 ,Applied,313,TOEFL,100,65%,12,8
327,gauthammr,Drexel University,Information Systems,Fall 2018 ,Applied,305,TOEFL,84,65.90%,8,8
328,abhishek1403,Drexel University,Information Systems,Fall 2016 ,Applied,292,TOEFL,85,7.62 CGPA ,36,8
332,ArunCR7,Drexel University,Information Systems,Fall 2018 ,Admit,309,TOEFL,97,6.88 CGPA ,0,8
333,Rushikesh420,Drexel University,Information Systems,Fall 2018 ,Admit,298,TOEFL,0,57.43%,6,8
334,Rashi77,Drexel University,Information Systems,Fall 2018 ,Admit,300,TOEFL,104,7.8 CGPA ,20,8
335,saylibhutkar,Drexel University,Information Systems,Fall 2018 ,Admit,302,IELTS,6.5,7.75 CGPA ,0,8
336,Kanksha ,Drexel University,Information Systems,Fall 2018 ,Admit,305,TOEFL,96,8.4 CGPA ,4,8
337,Yashbar,Drexel University,Information Systems,Fall 2018 ,Admit,309,TOEFL,102, 8 CGPA ,0,8
338,PrachiG,Drexel University,Information Systems,Fall 2018 ,Admit,309,TOEFL,93,7.445 CGPA ,4,8
339,Alloy,Drexel University,Information Systems,Fall 2018 ,Admit,302,IELTS,7,8.22 CGPA ,8,8
341,sartarora,Drexel University,Information Systems,Spring 2018 ,Admit,308,TOEFL,100,6.79 CGPA ,27,8
342,TanmaySandav,Drexel University,Information Systems,Fall 2017 ,Admit,302,TOEFL,86,65%,28,8
343,niveda,Drexel University,Information Systems,Fall 2017 ,Admit,310,ENG TEST,0,80.20%,0,8
344,asax19,Drexel University,Information Systems,Spring 2017 ,Admit,314,TOEFL,114,6.81 CGPA ,6,8
345,asw,Drexel University,Information Systems,Spring 2017 ,Admit,314,TOEFL,107,8.25 CGPA ,6,8
346,kanna,Drexel University,Information Systems,Fall 2016 ,Admit,307,TOEFL,101,8.42 CGPA ,41,8
348,akhifall16,Drexel University,Information Systems,Fall 2016 ,Admit,305,IELTS,7.5,8 CGPA ,6,8
349,Sirish07,Drexel University,Information Systems,Fall 2018 ,Reject,306,TOEFL,92,6.33 CGPA ,-1,8
350,dio,Drexel University,Information Systems,Fall 2018 ,Reject,309,TOEFL,94,6.45 CGPA ,13,8
351,Yaassh,Drexel University,Information Systems,Fall 2017 ,Reject,318,TOEFL,113,5.97 CGPA ,20,8
352,Amit50,Drexel University,Information Systems,Fall 2017 ,Reject,302,TOEFL,96,78%,74,8
353,pratt23,Drexel University,Information Systems,Fall 2016 ,Reject,297,TOEFL,86,62.20%,32,8
354,akashjain,Drexel University,Information Systems,Fall 2016 ,Reject,318,TOEFL,110,8.2 CGPA ,20,8
355,kratikasainferno,Drexel University,Information Systems,Spring 2019 ,Interested,306,TOEFL,102,65%,26,8
356,sisirchinferno,Drexel University,Information Systems,Spring 2019 ,Interested,308,TOEFL,100,6.47 CGPA ,38,8
357,abhipato,Drexel University,Information Systems,Fall 2018 ,Interested,296,TOEFL,86,67%,30,8
358,hitesharsenalpatel,Drexel University,Information Systems,Fall 2018 ,Interested,311,IELTS,7,58.71%,30,8
359,Ram1199,Drexel University,Information Systems,Spring 2019 ,Interested,305,IELTS,7,62%,8,8
360,HEMASAHU,Drexel University,Information Systems,Fall 2018 ,Interested,298,TOEFL,86,70%,7,8
361,techgeek3007,Drexel University,Information Systems,Fall 2018 ,Interested,295,ENG TEST,0,9.3 CGPA ,12,8
362,sriganesh,Drexel University,Information Systems,Fall 2018 ,Interested,302,ENG TEST,0,6.9 CGPA ,40,8
363,Harsh-C,Drexel University,Information Systems,Fall 2018 ,Interested,303,TOEFL,90,58.80%,0,8
365,Ankurchintu,Drexel University,Information Systems,Fall 2019 ,Interested,315,IELTS,7.5,60%,30,8
366,alti,Drexel University,Information Systems,Fall 2018 ,Interested,310,TOEFL,96,62%,57,8
368,AnushreeKashayp,Drexel University,Information Systems,Fall 2018 ,Interested,311,TOEFL,108,73%,27,8
370,wjames684,Drexel University,Information Systems,Fall 2018 ,Interested,314,ENG TEST,0,7.25 CGPA ,24,8
371,PT,Drexel University,Information Systems,Fall 2017 ,Interested,309,TOEFL,105,7.5 CGPA ,0,8
372,sid026,Drexel University,Information Systems,Fall 2019 ,Interested,309,ENG TEST,0,7.3 CGPA ,6,8
374,Sagarika ,Drexel University,Information Systems,Fall 2017 ,Interested,318,TOEFL,115,7.43 CGPA ,0,8
376,manusharma25,University of Arizona,Management Information System,Fall 2018 ,Applied,312,TOEFL,100,67%,60,6
378,sayalisurya6723,University of Arizona,Management Information System,Fall 2018 ,Applied,312,TOEFL,102,65%,20,6
379,Aakash6993,University of Arizona,Management Information System,Fall 2018 ,Applied,318,TOEFL,102,67%,32,6
380,shreyadumbre,University of Arizona,Management Information System,Fall 2018 ,Applied,311,TOEFL,106,68%,19,6
381,Tanya13,University of Arizona,Management Information System,Fall 2018 ,Applied,315,TOEFL,112,8.24 CGPA ,1,6
383,chaitali922,University of Arizona,Management Information System,Fall 2018 ,Applied,308,TOEFL,101,7.79 CGPA ,16,6
384,Radhika26,University of Arizona,Management Information System,Fall 2018 ,Applied,308,TOEFL,93,7.8 CGPA ,26,6
385,Anand31,University of Arizona,Management Information System,Fall 2018 ,Applied,314,TOEFL,0,63.28%,40,6
386,abhijay22,University of Arizona,Management Information System,Fall 2018 ,Applied,319,TOEFL,101,6.57 CGPA ,15,6
387,Kokil57,University of Arizona,Management Information System,Fall 2018 ,Applied,322,TOEFL,110,5.66 CGPA ,6,6
388,shreyadumbre 23,University of Arizona,Management Information System,Fall 2018 ,Applied,311,TOEFL,106,68.23%,19,6
389,Abhinavsharma071994,University of Arizona,Management Information System,Fall 2018 ,Applied,319,TOEFL,114,6.71 CGPA ,14,6
390,Shubhra09,University of Arizona,Management Information System,Fall 2018 ,Applied,320,TOEFL,96,8.46 CGPA ,42,6
391,Kunal-Indore,University of Arizona,Management Information System,Fall 2018 ,Applied,318,TOEFL,109,69%,30,6
392,sukritibharti,University of Arizona,Management Information System,Fall 2018 ,Applied,308,TOEFL,108,8.65 CGPA ,36,6
393,Shivapriyak,University of Arizona,Management Information System,Fall 2018 ,Applied,317,TOEFL,103,79%,60,6
394,Keya2008,University of Arizona,Management Information System,Fall 2017 ,Applied,321,TOEFL,117,87.20%,30,6
395,Amodoi,University of Arizona,Management Information System,Fall 2018 ,Applied,307,TOEFL,99,67%,16,6
396,Apu0929,University of Arizona,Management Information System,Fall 2018 ,Admit,326,TOEFL,115,9.38 CGPA ,1,6
397,pavithra25,University of Arizona,Management Information System,Fall 2018 ,Admit,308,TOEFL,105,85%,60,6
398,JaySomaiya,University of Arizona,Management Information System,Fall 2018 ,Admit,317,TOEFL,110,6.93 CGPA ,25,6
399,bostonner,University of Arizona,Management Information System,Fall 2018 ,Admit,315,TOEFL,104,77%,3,6
400,KrithikaCT,University of Arizona,Management Information System,Fall 2018 ,Admit,301,TOEFL,0,80.12%,60,6
401,tarunreddy7,University of Arizona,Management Information System,Fall 2018 ,Admit,315,TOEFL,104,6.97 CGPA ,18,6
402,AnujC,University of Arizona,Management Information System,Fall 2018 ,Admit,325,TOEFL,115,9.12 CGPA ,4,6
404,AbhinavSharma0794,University of Arizona,Management Information System,Fall 2018 ,Admit,319,TOEFL,114,6.71 CGPA ,14,6
405,YamunaBS,University of Arizona,Management Information System,Fall 2018 ,Admit,309,TOEFL,108,8.57 CGPA ,37,6
406,Shreepriya,University of Arizona,Management Information System,Fall 2018 ,Admit,312,TOEFL,110,8.6 CGPA ,24,6
407,KoSanjana,University of Arizona,Management Information System,Fall 2018 ,Admit,305,TOEFL,109,86%,25,6
408,tushardobhal,University of Arizona,Management Information System,Fall 2018 ,Admit,325,TOEFL,115,9.55 CGPA ,26,6
409,snigdha08,University of Arizona,Management Information System,Fall 2018 ,Admit,324,TOEFL,0,8.57 CGPA ,23,6
410,Ankeet1406,University of Arizona,Management Information System,Fall 2018 ,Admit,326,TOEFL,111,60.10%,42,6
411,Samra ,University of Arizona,Management Information System,Fall 2018 ,Admit,316,TOEFL,112,8.48 CGPA ,21,6
412,Chk1919,University of Arizona,Management Information System,Fall 2018 ,Admit,319,IELTS,0,73.10%,0,6
413,khyati20,University of Arizona,Management Information System,Fall 2018 ,Admit,313,TOEFL,101,68.20%,42,6
414,AnkitaGosain,University of Arizona,Management Information System,Fall 2018 ,Admit,313,TOEFL,107,8.96 CGPA ,0,6
415,anshul0414,University of Arizona,Management Information System,Fall 2018 ,Admit,316,TOEFL,103,81.01%,13,6
416,ChauhanSaloni,University of Arizona,Management Information System,Fall 2018 ,Reject,306,TOEFL,98,10 CGPA ,0,6
417,Skywalker95,University of Arizona,Management Information System,Fall 2018 ,Reject,317,TOEFL,101,67%,18,6
418,Disha0701,University of Arizona,Management Information System,Fall 2018 ,Reject,308,TOEFL,84,68.50%,43,6
419,dl4android,University of Arizona,Management Information System,Fall 2018 ,Reject,329,TOEFL,115,66%,0,6
420,addy14,University of Arizona,Management Information System,Fall 2018 ,Reject,314,TOEFL,111,7.15 CGPA ,3,6
421,Papansupratik,University of Arizona,Management Information System,Fall 2018 ,Reject,307,IELTS,0,7.61 CGPA ,0,6
422,MohitS,University of Arizona,Management Information System,Fall 2018 ,Reject,311,TOEFL,110,66%,50,6
423,Raksha-Wath,University of Arizona,Management Information System,Fall 2018 ,Reject,311,TOEFL,101,72%,24,6
424,shreyank96,University of Arizona,Management Information System,Fall 2018 ,Reject,325,TOEFL,116,8.48 CGPA ,2,6
425,kenil,University of Arizona,Management Information System,Fall 2018 ,Reject,323,TOEFL,110,8.55 CGPA ,0,6
426,Aashay Kedar,University of Arizona,Management Information System,Fall 2018 ,Reject,313,TOEFL,104,7.2 CGPA ,19,6
428,preranaS,University of Arizona,Management Information System,Fall 2018 ,Reject,298,TOEFL,0,7.12 CGPA ,1,6
429,Chowry000,University of Arizona,Management Information System,Fall 2018 ,Reject,316,TOEFL,102,7.76 CGPA ,54,6
430,Anuja1011,University of Arizona,Management Information System,Fall 2018 ,Reject,309,TOEFL,103,74.10%,13,6
431,abhishek-karuna,University of Arizona,Management Information System,Fall 2018 ,Reject,313,TOEFL,97,7 CGPA ,23,6
432,sankalp2610,University of Arizona,Management Information System,Fall 2018 ,Reject,306,TOEFL,99,74%,0,6
433,Pranay9,University of Arizona,Management Information System,Fall 2018 ,Reject,315,IELTS,7.5,65.77%,30,6
434,rajsoni,University of Arizona,Management Information System,Fall 2018 ,Reject,293,TOEFL,101,8.72 CGPA ,20,6
435,Devash,University of Arizona,Management Information System,Fall 2018 ,Reject,305,TOEFL,100,9 CGPA ,43,6
438,pranay1996,University of Arizona,Management Information System,Fall 2019 ,Interested,310,TOEFL,99,6.48 CGPA ,12,6
439,Orpheus4256,University of Arizona,Management Information System,Fall 2019 ,Interested,310,TOEFL,106,7.92 CGPA ,35,6
441,hjkkjg,University of Arizona,Management Information System,Fall 2019 ,Interested,318,ENG TEST,0,8 CGPA ,6,6
445,Sujesh,University of Arizona,Management Information System,Fall 2019 ,Interested,321,TOEFL,114,7.58 CGPA ,38,6
448,Murlis,University of Arizona,Management Information System,Fall 2019 ,Interested,320,ENG TEST,0,7.8 CGPA ,1,6
449,Umang Ajmera,University of Arizona,Management Information System,Spring 2017 ,Interested,313,ENG TEST,0,8.25 CGPA ,6,6
451,vikrantnakod,University of Arizona,Management Information System,Fall 2019 ,Interested,318,ENG TEST,0,6.75 CGPA ,13,6
452,antonynans,University of Arizona,Management Information System,Fall 2019 ,Interested,302,ENG TEST,0,67%,0,6
457,HetPatel,Illinois Institute of Technology,Management Information System,Fall 2018 ,Applied,289,IELTS,6,7.3 CGPA ,2,31
458,Tejas patel,Illinois Institute of Technology,Management Information System,Fall 2018 ,Applied,307,IELTS,7,8.43 CGPA ,0,31
459,yashhhhh,Illinois Institute of Technology,Management Information System,Fall 2018 ,Applied,298,TOEFL,91,5.39 CGPA ,3,31
460,SwetaC,Illinois Institute of Technology,Management Information System,Fall 2018 ,Applied,303,TOEFL,94,79.80%,38,31
461,Chekulka,Illinois Institute of Technolog,y Management Information System,Fall 2018 ,Applied,289,TOEFL,92,66%,90,5
462,Vighu123,Illinois Institute of Technology,Management Information System,Fall 2018 ,Applied,309,TOEFL,108,60%,14,31
464,Sujan r,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,293,TOEFL,77,62%,14,31
465,sanap92,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,309,TOEFL,99,59%,24,31
466,chetanmj23,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,304,TOEFL,92,61%,37,31
467,SrinivasRaju,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,300,IELTS,7,72.64%,48,31
468,kshitijsale,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,302,TOEFL,100,60%,18,31
469,Harsh7,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,314,TOEFL,108,60%,21,31
470,Oja,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,303,TOEFL,84,63.57%,17,31
471,RohanGupta,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,310,TOEFL,98,7.45 CGPA ,29,31
472,poke,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,297,ENG TEST,0,6 CGPA ,3,31
473,hardikbsjain,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,315,TOEFL,105,6.45 CGPA ,7,31
474,narreddinishitha,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,297,IELTS,7,6.5 CGPA ,15,31
475,ankit11,Illinois Institute of Technology,Management Information System,Spring 2017 ,Applied,301,TOEFL,83,55.50%,60,31
476,Astril,Illinois Institute of Technology,Management Information System,Fall 2017 ,Applied,289,ENG TEST,0,60%,0,31
477,VAIBHAVRAJ,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,299,TOEFL,84,8.64 CGPA ,67,31
478,arunpratap4554,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,293,TOEFL,93,56%,8,31
479,Srihari48,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,300,IELTS,7,81%,36,31
480,shruti7,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,303,TOEFL,91,7.7 CGPA ,1,31
481,Bhanu Chander,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,305,IELTS,6,69%,26,31
482,vasant,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,296,TOEFL,93,7 CGPA ,34,31
483,ReemaM,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,291,IELTS,6.5,67%,27,31
484,Bhavesh14,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,294,TOEFL,93,54%,35,31
485,Aman0098,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,306,TOEFL,0,8.04 CGPA ,40,31
486,vichemb,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,296,TOEFL,100,6.2 CGPA ,0,31
487,rohan1234,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,295,IELTS,7.5,7.51 CGPA ,32,31
488,ArthiAbilasha,Illinois Institute of Technology,Management Information System,Fall 2018 ,Admit,302,IELTS,0,7.3 CGPA ,1,31
